family_id,country,doc_number,kind,title,abstract,publication_date,keywords,category,keyword,doc_id,full_text,title_word_count,abstract_word_count,has_abstract,has_usable_text,pub_year,pub_month,pub_quarter,kind_category,family_size,is_first_in_family
100489545,US,20260199567,A1,BREAST SHIELD WITH FLEXIBLE PATHWAY FOR ENHANCED MILK EXPRESSION,"[0000] A breast pump flange assembly with enhanced suction capability for more efficient milk expression. The assembly includes a structural skeleton formed of a base ring, first and second posts, and a rigid flange ring, providing rigidity and support. The flange includes a flexible tunnel extending from a flexible inner ring, which during operation, flexible tunnel walls move inward due to pressure differential, creating additional suction specifically at the nipple and drawing it further into the tunnel space. This dynamic response to pressure changes enhances milk expression while maintaining user comfort. Expressed milk flows through the flexible tunnel and base ring into an attached baby bottle for collection.",2026-07-16,['dishwasher'],dishwasher,dishwasher,US20260199567A1,"BREAST SHIELD WITH FLEXIBLE PATHWAY FOR ENHANCED MILK EXPRESSION [0000] A breast pump flange assembly with enhanced suction capability for more efficient milk expression. The assembly includes a structural skeleton formed of a base ring, first and second posts, and a rigid flange ring, providing rigidity and support. The flange includes a flexible tunnel extending from a flexible inner ring, which during operation, flexible tunnel walls move inward due to pressure differential, creating additional suction specifically at the nipple and drawing it further into the tunnel space. This dynamic response to pressure changes enhances milk expression while maintaining user comfort. Expressed milk flows through the flexible tunnel and base ring into an attached baby bottle for collection.",9,108,True,True,2026,7,3,application,1,True
100310760,DE,102025101041,A1,"Gargefäß, Verfahren und Steuereinheit zum Betreiben eines Gargefäßes","Die Erfindung betrifft ein Gargefäß (100) für eine Induktionsvorrichtung (120). Das Gargefäß weist einen Garraum (105), mindestens eine Spule (125) und eine Steuereinheit (130) auf. Der Garraum (105) weist einen Innenraum zum Aufnehmen von Gargut auf. Der Innenraum ist durch einen Garraumboden (110) und zumindest eine seitlich daran angrenzende Seitenwand (115) ausgebildet. Der Garraumboden (110) weist eine Innenseite zum Einlegen des Garguts und eine der Innenseite gegenüberliegende Außenseite zum Aufstellen des Gargefäßes (100) auf die Induktionsvorrichtung (120) auf, wobei der Garraumboden (110) induktiv erwärmbar ist. Die mindestens eine Spule (125) ist in den Garraumboden (110) eingebettet und/oder seitlich zum Garraumboden (110) angeordnet. Die Spule (125) ist ausgebildet, um eine Elektronikeinheit zur Steuerung und/oder Regelung einer Komponente des Gargefäßes (100) mit elektrischer Energie zu versorgen. Die Steuereinheit (130) ist ausgebildet, um in Abhängigkeit von einem Energieübertragungszeitintervall die elektrische Energie von der Spule (125) zu sammeln und an die Elektronikeinheit zu liefern. Das Energieübertragungszeitintervall repräsentiert ein Intervall, in welchem induktive Energie zur Erwärmung des Garraumbodens (110) übertragen wird.",2026-07-16,['dishwasher'],dishwasher,dishwasher,DE102025101041A1,"Gargefäß, Verfahren und Steuereinheit zum Betreiben eines Gargefäßes Die Erfindung betrifft ein Gargefäß (100) für eine Induktionsvorrichtung (120). Das Gargefäß weist einen Garraum (105), mindestens eine Spule (125) und eine Steuereinheit (130) auf. Der Garraum (105) weist einen Innenraum zum Aufnehmen von Gargut auf. Der Innenraum ist durch einen Garraumboden (110) und zumindest eine seitlich daran angrenzende Seitenwand (115) ausgebildet. Der Garraumboden (110) weist eine Innenseite zum Einlegen des Garguts und eine der Innenseite gegenüberliegende Außenseite zum Aufstellen des Gargefäßes (100) auf die Induktionsvorrichtung (120) auf, wobei der Garraumboden (110) induktiv erwärmbar ist. Die mindestens eine Spule (125) ist in den Garraumboden (110) eingebettet und/oder seitlich zum Garraumboden (110) angeordnet. Die Spule (125) ist ausgebildet, um eine Elektronikeinheit zur Steuerung und/oder Regelung einer Komponente des Gargefäßes (100) mit elektrischer Energie zu versorgen. Die Steuereinheit (130) ist ausgebildet, um in Abhängigkeit von einem Energieübertragungszeitintervall die elektrische Energie von der Spule (125) zu sammeln und an die Elektronikeinheit zu liefern. Das Energieübertragungszeitintervall repräsentiert ein Intervall, in welchem induktive Energie zur Erwärmung des Garraumbodens (110) übertragen wird.",8,166,True,True,2026,7,3,application,1,True
100490422,US,20260198718,A1,DISH AND DUAL-USE BASE ASSEMBLY,"A dish and dual-use base assembly includes a dish including a support structure with a sidewall positioned at an outer perimeter of the support structure. The support structure and sidewall together form a basin. The base has a base portion and a sidewall connected adjacent to an outer perimeter of the base portion. The base portion and the base sidewall together form a cavity. A lower surface of the base portion includes a convex portion formed across a substantial portion of the lower surface of the base portion. When the dish is positioned in the cavity of the base, and the base is position on a selected surface, downward pressure causes the convex portion to releasably connect to the selected surface. The base is also configured to be inverted and positioned over the open basin of the dish to cover the open basin of the dish.",2026-07-16,['dishwasher'],dishwasher,dishwasher,US20260198718A1,"DISH AND DUAL-USE BASE ASSEMBLY A dish and dual-use base assembly includes a dish including a support structure with a sidewall positioned at an outer perimeter of the support structure. The support structure and sidewall together form a basin. The base has a base portion and a sidewall connected adjacent to an outer perimeter of the base portion. The base portion and the base sidewall together form a cavity. A lower surface of the base portion includes a convex portion formed across a substantial portion of the lower surface of the base portion. When the dish is positioned in the cavity of the base, and the base is position on a selected surface, downward pressure causes the convex portion to releasably connect to the selected surface. The base is also configured to be inverted and positioned over the open basin of the dish to cover the open basin of the dish.",5,146,True,True,2026,7,3,application,1,True
100489834,US,20260202231,A1,COLLAPSIBLE UNIVERSAL JIGGER WITH MAGNETIC RING,"[0000] In an embodiment, a multifunctional ring apparatus can include a ring portion and one or more magnets connected to or integrated within the ring portion. The multifunctional ring apparatus can further include one or more measuring cups, each measuring cup comprising a magnetized end or a magnet connected thereto. The magnet(s) of the ring portion can be configured to detachably connect to the magnetized end or the magnet of any of the one or more measuring cups, thereby enabling secure attachment of the measuring cup to the ring portion. The magnetic connection can permit a group of measuring cups to be sequentially or simultaneously attached to the ring portion. In an embodiment, multifunctional ring apparatus may function as a collapsible universal jigger with the ring portion.",2026-07-16,['dishwasher'],dishwasher,dishwasher,US20260202231A1,"COLLAPSIBLE UNIVERSAL JIGGER WITH MAGNETIC RING [0000] In an embodiment, a multifunctional ring apparatus can include a ring portion and one or more magnets connected to or integrated within the ring portion. The multifunctional ring apparatus can further include one or more measuring cups, each measuring cup comprising a magnetized end or a magnet connected thereto. The magnet(s) of the ring portion can be configured to detachably connect to the magnetized end or the magnet of any of the one or more measuring cups, thereby enabling secure attachment of the measuring cup to the ring portion. The magnetic connection can permit a group of measuring cups to be sequentially or simultaneously attached to the ring portion. In an embodiment, multifunctional ring apparatus may function as a collapsible universal jigger with the ring portion.",6,127,True,True,2026,7,3,application,1,True
100490586,US,20260199775,A1,MANIPULATION SYSTEM FOR THE STIMULATION OF COGNITIVE ABILITIES,"An object manipulation system comprising a storage device and a plurality of objects, which are configured to be placed within the storage device and separately taken from the storage device. The object manipulation system helps stimulate cognitive abilities of a user and provide quality of life moments without the need for supervision by allowing the user to arrange the items according to one or more arranging cues. The object manipulation system also helps stimulate blood flow of the hands and arms of the user and provides the added stimulating benefits of exercise and flexibility by enabling the user to bend and manipulate one or more manipulative devices of the system. Particularly, in some embodiments, the plurality of objects are bendable and are able to be bent and manipulated as the objects are taken from the storage device and arranged according to the one or more arranging cues.",2026-07-16,['dishwasher'],dishwasher,dishwasher,US20260199775A1,"MANIPULATION SYSTEM FOR THE STIMULATION OF COGNITIVE ABILITIES An object manipulation system comprising a storage device and a plurality of objects, which are configured to be placed within the storage device and separately taken from the storage device. The object manipulation system helps stimulate cognitive abilities of a user and provide quality of life moments without the need for supervision by allowing the user to arrange the items according to one or more arranging cues. The object manipulation system also helps stimulate blood flow of the hands and arms of the user and provides the added stimulating benefits of exercise and flexibility by enabling the user to bend and manipulate one or more manipulative devices of the system. Particularly, in some embodiments, the plurality of objects are bendable and are able to be bent and manipulated as the objects are taken from the storage device and arranged according to the one or more arranging cues.",8,147,True,True,2026,7,3,application,1,True
98366238,US,20260205325,A1,REDUCED COMPLEXITY SC-FDMA OPTIMIZED BASED ON UL EVM REQUIREMENT,"[0000] A method for wireless communication at a user equipment (UE) and related apparatus are provided. In the method, the UE receives an indication of a requested value of an error vector magnitude (EVM) for a resampling process for an input signal from a network entity. The UE further processes the input signal using the resampling process and a set of parameters to obtain a processed signal. The set of parameters is based on the requested value of the EVM. The UE then communicates the processed signal with the network entity.",2026-07-16,['small kitchen appliance'],compact_size,small kitchen appliance,US20260205325A1,"REDUCED COMPLEXITY SC-FDMA OPTIMIZED BASED ON UL EVM REQUIREMENT [0000] A method for wireless communication at a user equipment (UE) and related apparatus are provided. In the method, the UE receives an indication of a requested value of an error vector magnitude (EVM) for a resampling process for an input signal from a network entity. The UE further processes the input signal using the resampling process and a set of parameters to obtain a processed signal. The set of parameters is based on the requested value of the EVM. The UE then communicates the processed signal with the network entity.",9,91,True,True,2026,7,3,application,1,True
98732623,US,20260205982,A1,DIGITAL TWIN-ASSISTED VALIDATION FOR POSITIONING MEASUREMENTS AND AI/ML POSITIONING,"[0000] A DT consumer transmits, to a digital twin (DT) provider, a first request for a creation of a set of DTs or a network digital twin (NDT) or for an activation of the set of DTs or the NDT for a positioning operation associated with at least one DT consumer. The DT consumer transmits, to the DT provider based on the creation of the set of DTs or the NDT or the activation of the set of DTs or the NDT, a second request to verify data associated with a location of a user equipment (UE) or to validate the data associated with the location of the UE. The DT consumer receives, from the DT provider based on the second request, an indication of a verification of the data associated with the location of the UE or a validation of the data associated with the location of the UE.",2026-07-16,['small kitchen appliance'],compact_size,small kitchen appliance,US20260205982A1,"DIGITAL TWIN-ASSISTED VALIDATION FOR POSITIONING MEASUREMENTS AND AI/ML POSITIONING [0000] A DT consumer transmits, to a digital twin (DT) provider, a first request for a creation of a set of DTs or a network digital twin (NDT) or for an activation of the set of DTs or the NDT for a positioning operation associated with at least one DT consumer. The DT consumer transmits, to the DT provider based on the creation of the set of DTs or the NDT or the activation of the set of DTs or the NDT, a second request to verify data associated with a location of a user equipment (UE) or to validate the data associated with the location of the UE. The DT consumer receives, from the DT provider based on the second request, an indication of a verification of the data associated with the location of the UE or a validation of the data associated with the location of the UE.",9,150,True,True,2026,7,3,application,1,True
100491042,US,20260203773,A1,Systems And Methods To Verify A Candidate Assertion In An Electronic Content Item,"[0000] Systems and methods to verify a candidate assertion in an electronic content item are disclosed. In one aspect, embodiments of the present disclosure include a method, which may be implemented on a system, to identify, in an electronic content item, a candidate assertion to be fact verified, determine a verification strategy for the candidate assertion of the candidate assertion and/or evaluate the candidate assertion based on evidence data using the verification strategy. In some embodiments, the verification strategy can include a sequence of analyses to be performed on the evidence data, one or more of a tolerance parameter or a tolerance threshold, and/or one or more assertion types for candidate assertions.",2026-07-16,['smart appliance'],smart_features,smart appliance,US20260203773A1,"Systems And Methods To Verify A Candidate Assertion In An Electronic Content Item [0000] Systems and methods to verify a candidate assertion in an electronic content item are disclosed. In one aspect, embodiments of the present disclosure include a method, which may be implemented on a system, to identify, in an electronic content item, a candidate assertion to be fact verified, determine a verification strategy for the candidate assertion of the candidate assertion and/or evaluate the candidate assertion based on evidence data using the verification strategy. In some embodiments, the verification strategy can include a sequence of analyses to be performed on the evidence data, one or more of a tolerance parameter or a tolerance threshold, and/or one or more assertion types for candidate assertions.",13,112,True,True,2026,7,3,application,1,True
100489132,US,20260203841,A1,"SYSTEMS AND METHODS FOR SELECTING, COMPARING, AND MANAGING PROPERTY-RELATED SERVICE PROVIDERS","[0000] A computer-implemented platform for selecting, ranking, and comparing property-related service providers is disclosed. One or more servers store provider profiles populated from roster feeds and platform inputs, including pricing models, declared services, specializations, geographic coverage, and performance metrics. The servers generate user interfaces that receive user-defined selection criteria and compute, for each candidate, a relevance score using configured weights and hard filters applied to schema-bound attributes. The platform orders candidates by score and returns paginated identifiers with presentation fields, and further generates side-by-side comparison outputs that align normalized fields across selected providers. The system also initiates direct electronic communication and scheduling between a user and a selected provider, persisting messages and meeting objects and issuing notifications, thereby delivering criteria-driven discovery, machine-generated comparison views, and integrated engagement on conventional computing infrastructure.",2026-07-16,['smart appliance'],smart_features,smart appliance,US20260203841A1,"SYSTEMS AND METHODS FOR SELECTING, COMPARING, AND MANAGING PROPERTY-RELATED SERVICE PROVIDERS [0000] A computer-implemented platform for selecting, ranking, and comparing property-related service providers is disclosed. One or more servers store provider profiles populated from roster feeds and platform inputs, including pricing models, declared services, specializations, geographic coverage, and performance metrics. The servers generate user interfaces that receive user-defined selection criteria and compute, for each candidate, a relevance score using configured weights and hard filters applied to schema-bound attributes. The platform orders candidates by score and returns paginated identifiers with presentation fields, and further generates side-by-side comparison outputs that align normalized fields across selected providers. The system also initiates direct electronic communication and scheduling between a user and a selected provider, persisting messages and meeting objects and issuing notifications, thereby delivering criteria-driven discovery, machine-generated comparison views, and integrated engagement on conventional computing infrastructure.",11,131,True,True,2026,7,3,application,1,True
98783906,US,20260203363,A1,Enhancing Vision Language Model Understanding Via Visual Search Service-Derived Annotations,"Provided are computer-implemented systems and methods for responding to visual queries using both a visual search engine and a vision language model (VLM). In particular, aspects of the present disclosure can improve the performance of a VLM at generating a response to a visual queries by supplementing the visual query with one or more annotations generated by or using the visual search engine.",2026-07-16,['smart appliance'],smart_features,smart appliance,US20260203363A1,"Enhancing Vision Language Model Understanding Via Visual Search Service-Derived Annotations Provided are computer-implemented systems and methods for responding to visual queries using both a visual search engine and a vision language model (VLM). In particular, aspects of the present disclosure can improve the performance of a VLM at generating a response to a visual queries by supplementing the visual query with one or more annotations generated by or using the visual search engine.",10,63,True,True,2026,7,3,application,1,True
100490444,US,20260198843,A1,PREDICTION OF LABOR ONSET USING IMPLANTABLE MEDICAL DEVICES,"[0000] Systems and methods for monitoring a pregnant patient are disclosed herein. In some embodiments, a system includes a medical device configured to be implanted in a pregnant patient, processing circuitry, and a memory operably coupled to the processing circuitry. The medical device can include a sensor configured to obtain sensor data indicative of a heart rate of the pregnant patient over a first time period. The memory can store instructions that, when executed by the processing circuitry, cause the system to perform operations including receiving the sensor data, determining a heart rate variability (HRV) based on the sensor data, receiving time index data indicative of a timing of the patient's pregnancy, generating a premature labor risk score based on the HRV data and the time index data, and outputting an indication of the premature labor risk score.",2026-07-16,['smart appliance'],smart_features,smart appliance,US20260198843A1,"PREDICTION OF LABOR ONSET USING IMPLANTABLE MEDICAL DEVICES [0000] Systems and methods for monitoring a pregnant patient are disclosed herein. In some embodiments, a system includes a medical device configured to be implanted in a pregnant patient, processing circuitry, and a memory operably coupled to the processing circuitry. The medical device can include a sensor configured to obtain sensor data indicative of a heart rate of the pregnant patient over a first time period. The memory can store instructions that, when executed by the processing circuitry, cause the system to perform operations including receiving the sensor data, determining a heart rate variability (HRV) based on the sensor data, receiving time index data indicative of a timing of the patient's pregnancy, generating a premature labor risk score based on the HRV data and the time index data, and outputting an indication of the premature labor risk score.",8,138,True,True,2026,7,3,application,1,True
